blockNumber,timeStamp,hash,from,to,value,gasPrice,gas
17657943,1688927459,0x58f19a2a51478eea41d67f7b66fab711a80244b2901f7ed27110646ff1c153f2,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0x300031b6bb95919965485a5f53ab35aace66e64d,47866000000000000,18988352942,210000
17661532,1688971043,0x5bde136a8bb14512585fb9f0728fe33a00f3b609cc0468939b8a32500a0bdf8d,0x300031b6bb95919965485a5f53ab35aace66e64d,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13321273964857728,17624428510,175845
17675407,1689139691,0x31f65f015021d7febf37620ca6bf31b74d326bd8d4012682b633138f84d4a5a7,0x300031b6bb95919965485a5f53ab35aace66e64d,0x32400084c286cf3e17e7b677ea9583e60a000324,26706588000000000,13934057831,149181
17675421,1689139859,0x126b3682ea2002f5b4eeea164a66a3b608d7c13822dd3f6acf2d24b04505d247,0x300031b6bb95919965485a5f53ab35aace66e64d,0xabea9132b05a70803a4e85094fd0e1800777fbef,4727007057618100,14704239869,90000
17843197,1691171195,0x49d8e4f40b8049436303a00bed1d8469ff49f5cc9cabf47f654c1ed6d0b76096,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0x300031b6bb95919965485a5f53ab35aace66e64d,10602300000000000,39841172884,210000
17846568,1691211923,0x069a597b062e98b16a9ea3ceeae119e76be01e5f93a3a6ba6d6c03a5472c59b1,0x300031b6bb95919965485a5f53ab35aace66e64d,0xb584d4be1a5470ca1a8778e9b86c81e165204599,176560000000000,13944229162,29817
17846581,1691212079,0x3a6141c95ffa2498a1178167282ca6602fcfd8fb9adf6eb335e3c6344e397659,0x300031b6bb95919965485a5f53ab35aace66e64d,0xd4416b13d2b3a9abae7acd5d6c2bbdbe25686401,0,13477724870,69156
17854556,1691308439,0xf7f3cf2151a901619fa9234cc47e2c808bee5bb35dc37923c0cedba4fe1a1a55,0x300031b6bb95919965485a5f53ab35aace66e64d,0xb584d4be1a5470ca1a8778e9b86c81e165204599,144060000000000,14666206539,29729
17947208,1692428567,0x5ab522e4ac44079e7a35c5363e289efb63d13fa691d274d3dc53989c6b259032,0x300031b6bb95919965485a5f53ab35aace66e64d,0xb584d4be1a5470ca1a8778e9b86c81e165204599,170850000000000,13891291396,29989
17947829,1692436103,0xa0c3cecd0945bfa948472b4cea8ae98c19d5c6a7bafad65673cd5c874e3f4714,0x300031b6bb95919965485a5f53ab35aace66e64d,0x4a9c4487496b44e7629da77ee256e85fa38ca8d1,8204127494235687,13341622465,21753
19105476,1706450243,0xbeca1bd3f8f151085965a4fd67d5c09a713ab06dd1210287c2bd4b90a0dd6ed0,0x300031b6bb95919965485a5f53ab35aace66e64d,0x4a9c4487496b44e7629da77ee256e85fa38ca8d1,100495558590297556,12560385011,21000
17416640,1685996423,0x7336cd09bbee7f7dbabd03240340c5a95611b2b9c6b024368a41d274a4cf0833,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x36657539395c417f88164846707aa1b2c773b500,13799000000000000,34485485173,207128
17426717,1686119207,0xfd4553be7b9210c141e32bd05196bd5c79be3915d22eaa6359ad3a4ed8352c07,0x36657539395c417f88164846707aa1b2c773b500,0x253553366da8546fc250f225fe3d25d0c782303b,0,19983305803,44206
17426728,1686119339,0x7e3fcb77ef283407bff48cfd66efce39ed4aaf8e9f6fed99a47da67f079d0607,0x36657539395c417f88164846707aa1b2c773b500,0x253553366da8546fc250f225fe3d25d0c782303b,2713718645910636,20448353963,435410
17657925,1688927243,0xebad9da29d321f450ba4741914d2563540d59cbb57e6f44ff1a76b3d456a661e,0xa7efae728d2936e78bda97dc267687568dd593f3,0x36657539395c417f88164846707aa1b2c773b500,48862400000000000,20678855190,210000
17661544,1688971187,0xfad40f046bf3d23b4ddb1c9a9a078bf3127ecb1bf8412e9194a3a7bcde976a7b,0x36657539395c417f88164846707aa1b2c773b500,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13320176571486176,15647712929,175827
17675430,1689139967,0xac92da28be0a5bb7597ed5ebd13c0212c68ce111990c95967024d45ab0739f69,0x36657539395c417f88164846707aa1b2c773b500,0x32400084c286cf3e17e7b677ea9583e60a000324,28520754000000000,13505578006,149181
17675438,1689140063,0x118d8a05bdb439fa723348e3697c7377f04d0be476c9cda0c81b12c9ed293a3d,0x36657539395c417f88164846707aa1b2c773b500,0xabea9132b05a70803a4e85094fd0e1800777fbef,4618900000000000,13309509768,90000
17843394,1691173595,0x0a3b6eed3348a655232c016dc9ed307257a5da10b9078805071ec81f447c7141,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0x36657539395c417f88164846707aa1b2c773b500,11022100000000000,29239187142,210000
17846591,1691212199,0x598fd45c2230e92341f68e49fc2a7aeabc973d0064e4850dfb097f6d35246702,0x36657539395c417f88164846707aa1b2c773b500,0xd4416b13d2b3a9abae7acd5d6c2bbdbe25686401,0,12750920670,69156
17846629,1691212655,0x1a64f71a245a1fede9b766c44da84c86a604125ada551db4ce65fa17d7402e1b,0x36657539395c417f88164846707aa1b2c773b500,0xb584d4be1a5470ca1a8778e9b86c81e165204599,190990000000000,12374070337,30022
17855183,1691316047,0x7c38277223d3529cba85e2d11d31afe6568d4f0e9af1cf5b677da25338987f2a,0x36657539395c417f88164846707aa1b2c773b500,0xb584d4be1a5470ca1a8778e9b86c81e165204599,147370000000000,14060767474,29516
17946931,1692425195,0x2b030cb30e17a5a169e172608e67e443c0f37ef289208575f3e7f6cd16043731,0x36657539395c417f88164846707aa1b2c773b500,0xb584d4be1a5470ca1a8778e9b86c81e165204599,129330000000000,12999631804,29295
17948190,1692440471,0x5ac0d801d9cb1a6adcdb0ceb2a708a811fcef4769f0ce0c3631a46c258b8f4d3,0x36657539395c417f88164846707aa1b2c773b500,0xbb87849affe8080c89a6be75f0422985669bf9b1,8940172534767792,12433469554,21570
19105541,1706451023,0xe3583f8bc709c96d4acd3c68b6261ffc75fa3ea74209361ed24fa222e4901026,0x36657539395c417f88164846707aa1b2c773b500,0xbb87849affe8080c89a6be75f0422985669bf9b1,100101274684643760,12451842990,21000
17416074,1685989535,0x75b9d2fb03135923702eeea76ee442547f6707f327cb50a7c6bb40d3df51df22,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,11345000000000000,53941482740,207128
17449276,1686394091,0x09f6f2f5ffb0dab2bf42a4cf35574ac773bc5a483588e108b3c01b5133e7c9d2,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0x9d90669665607f08005cae4a7098143f554c59ef,777000000000000,16693572789,116900
17657690,1688924423,0xd52976d5bceba089203043b2e7532f096b495ceb7bfdb2dd9d1c34dc78ada7e0,0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,44396600000000000,25891949450,210000
17661933,1688975879,0x02fc5c909e7469ec38276c492f0d4b6008e6b2aa24cb4c8dd4c61cc6ed62e83b,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13646344605595272,13973933905,175845
17753713,1690089875,0xfeb1c5217cd1f70521033e67e126e1ff794d6d8b25f135ebd4b3a2b95882b6df,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0x32400084c286cf3e17e7b677ea9583e60a000324,29795892000000000,14539118129,149210
17753720,1690089959,0xc5aca8fd4b17fc0c68834572d8944273d6211ce81badf5e64f72cd1b5326d614,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0xabea9132b05a70803a4e85094fd0e1800777fbef,4840622298400000,14598678828,90000
17842740,1691165675,0xfbe97272220a4450b317a320620f19f66132de7f813a81013d619d2fff0f4313,0xa7efae728d2936e78bda97dc267687568dd593f3,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,10676800000000000,37206191227,210000
17846833,1691215115,0xda1b29a82f3afc3b32414d4ba267639f0e07b4d627894ce6773aace705343b95,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0xb584d4be1a5470ca1a8778e9b86c81e165204599,194970000000000,13785857157,30023
17847363,1691221511,0x8c17f36ef2957fbb69def2871bf6a36aae4b924f81b3329d2b62237caf97a512,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0x9d90669665607f08005cae4a7098143f554c59ef,0,15762879019,77011
17855134,1691315447,0xd313fadf0f56756e673a2be3044949cd3a7ceca9ec50e9998476c4ac826b543f,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0xb584d4be1a5470ca1a8778e9b86c81e165204599,145080000000000,12544424098,29984
17946668,1692422027,0xd793068a7545dbc04bd88aaaef8e1c25f97150faf8cdf68967e9968ee41844ce,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0xb584d4be1a5470ca1a8778e9b86c81e165204599,193280000000000,13044339550,29352
17948075,1692439067,0x404e5c96723518d4950ce3d9dd2274149815af6925ada83fe4e476c0642ff866,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0x0dfab1f464258d66f4283797731bb444925c09f2,8214549591695140,12208561770,21784
19505906,1711301615,0xc816e58d40a1c3a6963832fff4dc450b77fe00e69543cef062492196247ea16c,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0x9234f83473c03be04358afc3497d6293b2203288,0,19332466490,80305
19509704,1711347875,0x63c40ebb23193bd05243d4582da5e6fca733675991565ebdeeb89feffe70c1df,0x9d5d94d1d44ff11c797245f54a74d74e89bafdec,0xc71b5f631354be6853efe9c3ab6b9590f8302e81,0,20579555733,51785
17416997,1686000779,0xcbd986214b196eda46a8ab1fba749b4cf4b120d41350feb1fdc083f7943d29b4,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x116cdb0cf77749d3efe0861feae53d976a68d88e,10924000000000000,31863306823,207128
17426891,1686121355,0xcd370e675b395b9401f375c3649676b2841be1c272656067605c38cd1eb69fef,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0x1645787ddcb380932130f0d8c22e6bf53a38e725,777000000000000,19388125516,116900
17657648,1688923907,0xcc7e0f51196d08f6f28a8f702cbe7d211f7a5f04e6f0a3e644e71fd3c4ca6786,0xa7efae728d2936e78bda97dc267687568dd593f3,0x116cdb0cf77749d3efe0861feae53d976a68d88e,44883000000000000,31259206167,210000
17661678,1688972795,0xfdebffcdb60f350f9d7157be20a087d131f73bc87d9d1ef781ea8d2766fa452e,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13433152382030424,15812310660,175845
17697058,1689402899,0x3f0e7b8c8ab44e4463a2adeaa7b8773a92214d4e709866411adf84641b386075,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0x32400084c286cf3e17e7b677ea9583e60a000324,29727539261397906,13908650849,149210
17697062,1689402947,0x28f314f7967e6e18464acf2609a7d67f64b1c42f7e1a349b1fbe9e4c8ce11520,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0xabea9132b05a70803a4e85094fd0e1800777fbef,4837688667128000,13542556417,90000
17843323,1691172707,0x883685c67a07b82399e93380279817e37635e3aafe713842b0c629406c110480,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0x116cdb0cf77749d3efe0861feae53d976a68d88e,11939500000000000,28757398325,210000
17846870,1691215559,0x5514087abcf716e38cf58f93f59642809528f3183160b76cb9f3a905582c0b1e,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0x1645787ddcb380932130f0d8c22e6bf53a38e725,0,14010860054,51425
17847070,1691217959,0x6166fb61fac9b0e2506ab22f3afb7e63a3e27152197865b67081c02fb875e061,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0xb584d4be1a5470ca1a8778e9b86c81e165204599,183530000000000,13097259580,29569
17853938,1691300987,0x0d55f138f1885282e2eb394c564e54542b930e09cc7559d22d7cbe09f60265fe,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0xb584d4be1a5470ca1a8778e9b86c81e165204599,193110000000000,12857680625,29581
17946984,1692425831,0x0963e6bdcb90234f36da192ff92cffc09f18dfb12d97e97d5631294dfb9f75c4,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0xb584d4be1a5470ca1a8778e9b86c81e165204599,176210000000000,14705017882,29613
17948106,1692439439,0x803b0ced0334d788ba285921b043c729750bd5a6d5fab6bf7e2f4a0f3684c9bb,0x116cdb0cf77749d3efe0861feae53d976a68d88e,0x5808c8608e5842b97e98f6cdba5aaf1e6edd9918,9417790457196006,12931614777,21448
17426594,1686117719,0x5456a4b59adb7d4d1e336abc422f1cfcce211f0708d806877f5255b140aee1b5,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x1969e669f7f99246450cd794b4327473f5821da2,16484000000000000,24065919795,207128
17441401,1686298139,0x3be6d0169c8629571b73e39f3344ea3363efd4c1be044b1980393c26a0d7a52a,0x1969e669f7f99246450cd794b4327473f5821da2,0x253553366da8546fc250f225fe3d25d0c782303b,0,17556991467,44206
17441408,1686298223,0x4c1461c1691dc448c420f9fff59a9dc7caa27f39d7c99116e1abb997dd481f0f,0x1969e669f7f99246450cd794b4327473f5821da2,0x253553366da8546fc250f225fe3d25d0c782303b,2777059009566639,18962126091,436370
17657920,1688927183,0x4523fd3505deec1236fdb14d397fc2cf12bf00af9ed6f1b6e001ce0f3c9bb3aa,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0x1969e669f7f99246450cd794b4327473f5821da2,49035300000000000,21504330619,210000
17661769,1688973887,0x4ea2f34b85cb0fd40ead5d7931a41996dfada0889eb8390c92ff040e82723520,0x1969e669f7f99246450cd794b4327473f5821da2,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13530796288506720,15114928326,175827
17725926,1689753827,0x32cf42d62cb050dab3f8284fcbf6d54169e1b5377cfbd3a28026665f354a8d1a,0x1969e669f7f99246450cd794b4327473f5821da2,0x32400084c286cf3e17e7b677ea9583e60a000324,31617666973073320,16757268212,149210
17725961,1689754247,0x8e6e21aa499fea18d181b5d92ecc95dc4827eb74fbec0790c79cefa3f6f3a5a6,0x1969e669f7f99246450cd794b4327473f5821da2,0xabea9132b05a70803a4e85094fd0e1800777fbef,4312239600000000,15813004070,90000
17842762,1691165939,0x26265de6c6314d628e875ebf843d4b37e4e7b28c76d83e9218f7c5368e64aaf3,0xa7efae728d2936e78bda97dc267687568dd593f3,0x1969e669f7f99246450cd794b4327473f5821da2,11163800000000000,58990533981,210000
17846484,1691210903,0x2015144666636a9cfd8fe56ea92a906812521967b92979afd8d9f6c424cf9816,0x1969e669f7f99246450cd794b4327473f5821da2,0xb584d4be1a5470ca1a8778e9b86c81e165204599,166010000000000,14557447415,29321
17847010,1691217239,0x9b09c27411555a0d98355956456322912c0af8710887b1d8b19d8dac151e5a8a,0x1969e669f7f99246450cd794b4327473f5821da2,0xd4416b13d2b3a9abae7acd5d6c2bbdbe25686401,0,13240049532,69156
17854760,1691310899,0x12949c5d6acf894e1d90494e3690e539419264fa344659005b96923fe6872186,0x1969e669f7f99246450cd794b4327473f5821da2,0xb584d4be1a5470ca1a8778e9b86c81e165204599,175990000000000,12346360693,29698
17946657,1692421895,0x0e4b554cfa2e33a2186c5f70ece9702d8d4dd29a6de405f425b7ca5ab0f93ea2,0x1969e669f7f99246450cd794b4327473f5821da2,0xb584d4be1a5470ca1a8778e9b86c81e165204599,151850000000000,14513305274,29879
17948093,1692439283,0x1e254592799ed8fbe9585bd45a0052b31b423d59a9bae8a8477f7991d87f07bc,0x1969e669f7f99246450cd794b4327473f5821da2,0xe6d2303a2a36ec3da8dc3cb9c8510278b64f8e22,8738532532995567,14495197023,21745
19506295,1711306367,0x945a6b13cf4bb1d03402f9260c87b91dea2b5b2318ce1057c1f917fd29249bb2,0x1969e669f7f99246450cd794b4327473f5821da2,0x9234f83473c03be04358afc3497d6293b2203288,0,25833314166,80257
19509968,1711351079,0xcee08c203b450e5948e27b17941de11c4d5adb022944b20d608ad7650ca2bbf4,0x1969e669f7f99246450cd794b4327473f5821da2,0xc71b5f631354be6853efe9c3ab6b9590f8302e81,0,22180896315,51785
17408853,1685901407,0x9108e18ff8bb838edab6e03f13f58dcacd805ed7223fe6a3bf5439b783afb344,0x28c6c06298d514db089934071355e5743bf21d60,0x0307e80ec0241deeb000a1b636965521e7718a5d,10323000000000000,23675235291,207128
17441400,1686298127,0xb46d7fa1492cbe0f46ba078012eb04265e1eac96f6e8c20bb4213cce01b5da4f,0x0307e80ec0241deeb000a1b636965521e7718a5d,0x9d90669665607f08005cae4a7098143f554c59ef,777000000000000,18652671425,116900
17657727,1688924867,0xb777ec899dc554cab89305fa0ac37d89dee96b2700cd9863f447b871120009ff,0xa7efae728d2936e78bda97dc267687568dd593f3,0x0307e80ec0241deeb000a1b636965521e7718a5d,44887800000000000,22518163621,210000
17661850,1688974859,0x032302d5fba328ab3449438dadc2c7c05c543ffa338228f3bf00a3b683127c6b,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13588405809529108,14943610276,175845
17732402,1689832175,0xeebab0846eb5f5f96669f1f79cf52d474390a535016862e1cdf79f983a27ac03,0x0307e80ec0241deeb000a1b636965521e7718a5d,0x32400084c286cf3e17e7b677ea9583e60a000324,29152645789559448,14509316485,149181
17732510,1689833471,0x8332a4ae9310f78a6ce824565f1cf5cdd80bfa6282be451ba5762676384d61ed,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xabea9132b05a70803a4e85094fd0e1800777fbef,4656813878173990,13431002011,90000
17843019,1691169047,0x05ca9c6fef6a367ab0200b9af5be9c627350be49f246a863cb42b6b0ac8be951,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0x0307e80ec0241deeb000a1b636965521e7718a5d,11336400000000000,31899614357,210000
17847095,1691218259,0x53d3623621ce329d6a6c6947fe1526aae085f8078c7e9eb95835caab37207f85,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xb584d4be1a5470ca1a8778e9b86c81e165204599,154630000000000,13710695835,29257
17847108,1691218415,0x47c8103ba83375b0fd62f8001a609903bfd63d41a39359b9e1f527149b5c4eec,0x0307e80ec0241deeb000a1b636965521e7718a5d,0x9d90669665607f08005cae4a7098143f554c59ef,0,13397719772,77011
17854501,1691307779,0x80aa1a54782a17c96da0b82961753bf9921ae8d1c84442195abb075d739072d6,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xb584d4be1a5470ca1a8778e9b86c81e165204599,183730000000000,13859676616,29504
17946813,1692423767,0x999facd4a037742ec7e84556dd6d639688dde8b5544c7ef38bb89f1a78a58b02,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xb584d4be1a5470ca1a8778e9b86c81e165204599,136870000000000,14336012103,29867
17947551,1692432731,0x231287559d001f714a115d194dd05a57eb021f78115ff22b9d792ce4192d259d,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xf959e2810bfb0ca92f536bfae3089f07a441f94d,9115957472435646,12730165052,21630
19506019,1711303007,0xa851a81915954628f34a73237d816102616c62f58b98e28e9c70054c9eed3310,0x0307e80ec0241deeb000a1b636965521e7718a5d,0x9234f83473c03be04358afc3497d6293b2203288,0,23123815020,80233
19509545,1711345931,0xa74035aa3399c429bd0c393604867dfbc76beb77579af0171e1ce05c66262ba1,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xc71b5f631354be6853efe9c3ab6b9590f8302e81,0,19821557484,54162
19510040,1711351967,0xe59afa3581fbb1cf91920887266c122cce7ab705b362e345a33e413f6ee50229,0x0307e80ec0241deeb000a1b636965521e7718a5d,0xc71b5f631354be6853efe9c3ab6b9590f8302e81,0,19692602912,34503
17414820,1685974211,0x658e2113892e4d9266d72fdb6f263f66829c2b1137d7109284a4c9f2fdb6de67,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,12945000000000000,39246420489,207128
17442381,1686310139,0x38f50eaa846574ca13fb3cfad1051ce387a92248bd1657a1188868f7aa3c4b3c,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0x253553366da8546fc250f225fe3d25d0c782303b,0,18726743281,44206
17442397,1686310331,0x92c3a7afbf5f39744c5ffeb163c612407316ab6e374ca15e125e9a2881530f7b,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0x253553366da8546fc250f225fe3d25d0c782303b,2764414133687468,18552342415,435281
17657794,1688925671,0xc155458d0456bfb2901f8d19e95465e55793aa46043bf3ac10ee77d35118f2a9,0xa7efae728d2936e78bda97dc267687568dd593f3,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,49362000000000000,34517899511,210000
17661874,1688975147,0x403697ea7bdda20c3d760a16d08f444c4be43adfb47a617a6705f0a6934f55e4,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13582763194586488,14820380374,175827
17747298,1690012331,0x95a26b368c1835305767c4a2d48273bb09897d9fb322671ae6a82d195e722a97,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0x32400084c286cf3e17e7b677ea9583e60a000324,28511359499570644,14575301298,149210
17747301,1690012367,0x5c7fb02c5386756eac13fbc7b8ac709d19203d49cf59a0680a85f7c2f3a62428,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0xabea9132b05a70803a4e85094fd0e1800777fbef,4630069053828714,14548174467,90000
17842991,1691168711,0xa5b5722ba8ae3a6a517e2578e022aad3567b6031101aaf0ea09c923f385f3a35,0xa7efae728d2936e78bda97dc267687568dd593f3,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,10200000000000000,55085792901,210000
17846861,1691215451,0x4723a17fbad71961af753625729cf295942b05b8737683175b5af2d0d04c6425,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0xb584d4be1a5470ca1a8778e9b86c81e165204599,192740000000000,14612441310,29505
17847018,1691217335,0x022ad7347f49be650d251a9655daaabe5ba203d71a78395b8e8596669313915a,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0xd4416b13d2b3a9abae7acd5d6c2bbdbe25686401,0,14748288639,69156
17854257,1691304839,0x2f51e5a7b1d2258a7d7fd1bc5599bf05ae1689741097fe7b458c9f23d7d6b523,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0xb584d4be1a5470ca1a8778e9b86c81e165204599,167660000000000,13458232733,29523
17946876,1692424523,0x45527015b76acd2ba66f6ad133bfaae85d3846db5031ceb5153abc22ce396e35,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0xb584d4be1a5470ca1a8778e9b86c81e165204599,181530000000000,12960692381,29466
17948084,1692439175,0x146526a3d6167acfb76a969fb0e0f32ec83c230809b8b304502ade25d581b7d1,0x29c41f631bfe69190bb6da3b426e154c319cfa1a,0x504bab4d71dbf068ccde30f18ef26ad477a5e5d4,7867869960486706,12814075275,21749
16839936,1678963967,0x2daecda3c9661ed171f57aa1aa251485b1d3a1215225ab08b594bcb0adf328a4,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xacab20673e36b59235c1954be3191385dbae846e,8800000000000000,37555684774,207128
16839983,1678964543,0x6ac6c666cce252b9cbad57f99dc93eb4e4bde7c1b616d1bbfdd097783927eabc,0xacab20673e36b59235c1954be3191385dbae846e,0x7fdf19aa8e0821f2ef5eaea44f73c904722cf674,0,29150358689,103800
16840040,1678965239,0x112e7e8303a0557fcb8e41b0dcb070aea25163acd81abca5b2a513124d8ec092,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xacab20673e36b59235c1954be3191385dbae846e,8800000000000000,26916023070,207128
16840048,1678965335,0x5d4145d0fe37e84931e41cc53093528daa011e19731975dfa6b971d393ccf4f7,0xacab20673e36b59235c1954be3191385dbae846e,0xc97d6c52f3add91fa1c5287a453d7444aecbca83,0,26164053033,46532
16840130,1678966319,0xa588b23cce66dc3c4b9068945d333853b894c066e9a647e946ba7e10a45a0a84,0xacab20673e36b59235c1954be3191385dbae846e,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0,24846414694,214857
16841814,1678986767,0xe4989a52064c32cd8cefc9e3bdbb8f4fbfb7d0366fa4b1f151b45c5b899ad980,0xacab20673e36b59235c1954be3191385dbae846e,0x45884a22151242b80a7c32e9141b04bc12dfaca2,81015482092622822,28180393778,21000
17406606,1685873927,0x241aa5011536b3cee82e55a7177fe745ff980adcf1d6e120ff97cea048615bda,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0xacab20673e36b59235c1954be3191385dbae846e,12100000000000000,21202809479,207128
17433195,1686198191,0x1493d82e07c57fef9beadb01a676bd8e4ae3486c431eac7cdb4f8fd180779d47,0xacab20673e36b59235c1954be3191385dbae846e,0x253553366da8546fc250f225fe3d25d0c782303b,0,19068471250,44206
17433219,1686198479,0x1e19db88c78f9fe8cdc34ff48e07b18bb0d72530d46bc84932f564798415cf46,0xacab20673e36b59235c1954be3191385dbae846e,0x253553366da8546fc250f225fe3d25d0c782303b,2779926960526904,18649825139,434975
17657842,1688926247,0xa439209d56e6728b940140c45dd83544bcc77ce6d42fc42e30a7f22b8491250d,0xa7efae728d2936e78bda97dc267687568dd593f3,0xacab20673e36b59235c1954be3191385dbae846e,49575700000000000,20973248553,210000
17661703,1688973095,0x0fd9c466b62205e8e48a5b2cc534f476f63a2ba73d4d7698423c1352f50cf0a4,0xacab20673e36b59235c1954be3191385dbae846e,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13271133578818232,15802005058,175845
17703789,1689485411,0x66682bc5576fdeee3b1dc99549037d67be6c2e06f07bdb8d971870998477bd60,0xacab20673e36b59235c1954be3191385dbae846e,0x32400084c286cf3e17e7b677ea9583e60a000324,28419293442057406,15215842783,149210
17703795,1689485483,0xf23b7420f0acdb818428499ae0f6c6b45f9df251dd2b737b449e948166bd0580,0xacab20673e36b59235c1954be3191385dbae846e,0xabea9132b05a70803a4e85094fd0e1800777fbef,4508463581797600,14424627940,90000
17416487,1685994539,0xccbc596edb1ea48a2ceffe6ef3e2603f423d140fea4bd6dcc117535298502cf6,0x9696f59e4d72e237be84ffd425dcad154bf96976,0x209baf35f07ef93a6056efb68a0a56762e783eff,12132000000000000,39256404530,207128
17420736,1686046271,0xefd4ea8c36c47afd8500353cefc52eecf7dad093778104da242ac596d082b831,0x209baf35f07ef93a6056efb68a0a56762e783eff,0x253553366da8546fc250f225fe3d25d0c782303b,0,19406505791,44206
17420750,1686046451,0xe222f93024ff9d484f562c0d5c55b3586352ed52b6212e0f1f7a3e5ad2d8fc0c,0x209baf35f07ef93a6056efb68a0a56762e783eff,0x253553366da8546fc250f225fe3d25d0c782303b,2751643432801529,18380656051,429077
17657858,1688926439,0x2c711a8ab7722463c3c89345e0d19cb7673db1ce1655b690d37255921e1bfd33,0xa7efae728d2936e78bda97dc267687568dd593f3,0x209baf35f07ef93a6056efb68a0a56762e783eff,49307600000000000,20007353963,210000
17661690,1688972939,0x59bcaf274b6fae155fe7feeb00c89b108eb517fa2cce57a08c2efff0eb91f864,0x209baf35f07ef93a6056efb68a0a56762e783eff,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,13485716148382810,17793617793,175845
17703761,1689485063,0xb0dee0d1639a6b3e1b09d70871668c48be02797d6523287ece8426a2131c9b26,0x209baf35f07ef93a6056efb68a0a56762e783eff,0x32400084c286cf3e17e7b677ea9583e60a000324,27508302207234492,15473230390,149210
17703765,1689485123,0x784d36a6910b19f94d5ee4e51c3608c258a333fa96e3922416e499503297cf49,0x209baf35f07ef93a6056efb68a0a56762e783eff,0xabea9132b05a70803a4e85094fd0e1800777fbef,4578323200000000,14828622747,90000
